date,INFLOW-GW_01,INFLOW-GW_02,INFLOW-GW_03,INFLOW-GW_04,INFLOW-GW_05,INFLOW-GW_06,INFLOW-GW_07,INFLOW-GW_08,INFLOW-GW_09,INFLOW-GW_10,INFLOW-GW_11,INFLOW-GW_12,INFLOW-GW_13,INFLOW-GW_14,INFLOW-GW_15,INFLOW-GW_16,INFLOW-GW_17,INFLOW-GW_18,INFLOW-GW_19,INFLOW-GW_20,INFLOW-GW_21,INFLOW-GW_AV,INFLOW-GW_CH,INFLOW-GW_EW,INFLOW-GW_IM,INFLOW-GW_MJ,INFLOW-GW_MWD,INFLOW-GW_OW,INFLOW-GW_SBV,INFLOW-GW_SC,INFLOW-GW_SD,INFLOW-GW_VC
1942-08-31,0.57,17.13,-6.9,-80.53,-38.43,-24.14,5.07,18.61,-34.04,-40.63,-57.41,-36.32,-13.41,36.03,7.9,-0.35,3.83,4.03,36.24,3.41,33.83,5.02,6.96,19.59,0.0,37.77,118.71,7.29,23.65,0.0,19.75,31.47
1942-09-30,0.12,17.96,-3.01,-57.56,-22.1,-5.47,14.52,25.0,-3.35,-19.61,-27.11,-16.65,10.83,3.57,5.28,2.08,0.48,-0.06,21.66,8.16,14.22,0.0,0.0,18.42,0.67,0.0,110.57,4.32,20.17,1.31,18.78,26.1
1942-10-31,0.67,19.38,-2.96,-20.26,-17.74,5.9,18.04,27.1,5.01,-19.01,-12.34,-8.99,8.51,7.86,14.43,1.18,-3.27,-1.42,22.66,6.55,15.14,0.53,0.43,17.05,0.0,2.98,100.29,3.49,16.42,9.79,17.43,22.19
1942-11-30,3.6,21.22,6.19,17.82,12.37,29.18,21.69,31.56,21.1,0.22,2.11,-1.66,11.02,4.5,17.82,0.72,-4.09,3.16,20.0,8.31,13.24,1.1,0.0,10.0,0.0,0.0,65.81,2.34,12.92,14.73,11.39,15.43
1942-12-31,6.76,26.69,20.07,37.43,33.85,61.17,28.64,34.13,35.9,2.68,23.87,8.49,10.57,3.96,25.34,-0.56,-2.94,15.56,19.41,7.55,13.33,3.06,2.01,9.07,3.17,5.42,60.46,2.49,11.2,12.96,9.24,11.73
1943-01-31,14.68,41.26,49.66,143.67,183.19,200.76,36.84,48.34,115.87,57.45,26.34,14.45,68.96,6.49,120.58,2.91,2.73,72.72,81.06,19.03,38.04,26.75,26.67,7.94,20.52,31.41,71.25,2.34,9.88,44.47,9.13,4.26
1943-02-28,13.24,26.05,-6.52,-36.2,-64.63,-6.11,15.4,35.64,26.13,-0.64,20.48,9.11,18.09,7.0,19.94,-1.1,1.89,14.18,9.68,14.94,16.21,9.62,2.87,2.95,1.75,13.54,59.39,2.4,10.08,22.28,2.74,0.0
1943-03-31,15.35,27.48,2.56,38.29,84.39,16.15,34.34,56.66,82.73,78.95,73.81,53.26,102.18,11.86,182.93,8.65,2.64,129.48,78.13,42.64,50.07,12.59,21.65,2.68,5.03,17.19,70.09,4.11,10.69,24.42,3.52,0.0
1943-04-30,11.37,20.09,-3.83,-37.86,-56.28,-38.56,16.23,39.4,8.06,-17.75,-3.54,-17.11,17.17,10.76,55.02,7.88,3.43,34.09,-7.1,44.99,26.28,3.25,0.29,3.76,1.75,4.47,86.72,5.05,14.64,12.58,4.28,0.0
1943-05-31,5.44,15.54,-9.66,-68.88,-81.22,-45.99,-4.86,23.44,3.6,14.51,-1.87,9.27,46.23,19.74,56.77,13.45,11.81,41.68,-1.23,45.68,33.87,0.0,0.0,6.0,0.0,0.0,97.94,6.97,17.69,0.0,7.17,4.88
1943-06-30,2.18,14.42,-10.15,-76.26,-48.95,-36.88,1.85,25.11,-20.78,-32.72,-30.6,-18.47,6.73,26.98,11.26,7.89,2.32,14.21,23.32,23.09,29.88,0.0,0.0,11.99,0.06,0.0,107.19,11.25,22.83,0.09,12.43,18.62
1943-07-31,-0.39,13.47,-9.6,-77.28,-40.18,-30.2,3.52,21.66,-35.53,-31.39,-60.68,-33.73,6.45,46.59,16.52,0.92,12.67,12.54,40.84,5.66,33.98,0.0,0.0,17.5,0.23,0.0,116.73,11.66,24.8,0.0,17.57,30.39
1943-08-31,-1.19,13.63,-5.58,-65.07,-26.89,-15.71,9.31,22.08,-17.43,-16.99,-28.32,-18.22,3.71,40.17,18.45,-0.16,0.99,6.08,37.54,5.86,33.7,0.0,8.75,19.95,0.0,0.0,118.71,7.38,23.65,0.0,19.87,31.47
1943-09-30,-1.56,14.98,-3.65,-43.19,-21.49,-0.07,16.56,27.06,6.67,-11.62,-16.58,-10.09,17.08,3.08,11.4,1.73,-0.58,0.51,21.0,9.29,14.62,1.58,4.59,18.74,4.8,2.17,110.57,4.66,20.17,0.0,18.89,26.1
1943-10-31,-0.79,16.9,-3.31,-14.15,-5.63,9.79,19.38,29.43,11.4,-4.68,-7.98,-4.73,13.92,7.83,19.73,0.61,-3.46,-1.33,22.42,7.57,16.45,0.38,2.01,17.34,0.55,2.71,100.29,3.08,16.42,2.7,17.53,22.19
1943-11-30,1.19,14.96,-2.71,-3.7,-5.59,9.99,16.65,25.86,12.95,-8.13,-2.16,-5.05,7.42,4.1,14.05,0.3,-4.42,-2.43,19.65,9.01,13.25,36.13,0.0,10.24,0.0,0.0,65.81,1.91,12.92,4.19,11.47,15.43
1943-12-31,1.07,14.04,-1.51,-1.17,-1.59,12.48,12.91,25.81,16.51,-0.51,2.47,0.6,9.78,3.45,16.47,-1.85,-4.76,6.82,20.26,8.56,13.77,0.53,49.04,9.29,13.93,22.34,60.46,1.77,11.2,12.21,9.31,11.73
1944-01-31,0.71,18.62,8.69,7.8,4.05,32.52,14.1,27.01,18.86,8.2,-1.68,-3.19,12.88,2.79,21.16,-1.78,-4.74,11.29,20.87,8.07,13.91,2.49,0.0,9.38,2.66,2.84,71.46,1.97,9.88,18.36,10.54,4.26
1944-02-29,1.54,23.65,23.43,42.27,38.84,92.72,25.03,35.33,67.36,35.03,-0.89,7.92,43.98,3.39,60.55,0.62,-0.76,34.07,52.46,9.91,21.51,34.65,12.19,4.22,4.99,23.96,59.57,2.11,10.08,50.71,3.93,0.0
1944-03-31,0.45,18.16,-13.26,-33.52,5.88,8.34,16.18,29.57,15.06,-8.57,20.35,-3.31,21.12,6.27,37.31,0.33,-2.28,3.12,16.97,8.9,30.09,6.32,5.88,4.13,1.94,5.69,70.29,3.97,10.69,6.71,4.94,0.0
1944-04-30,0.72,12.83,-4.87,-33.22,-1.97,-7.51,5.58,29.59,9.76,10.36,-10.39,-2.0,32.48,4.96,34.88,1.77,0.49,11.42,16.62,10.05,24.94,1.05,4.3,5.55,0.28,0.54,86.98,5.26,14.64,8.86,6.01,0.0
1944-05-31,-0.68,15.39,3.84,-18.05,-4.34,-5.15,12.36,23.06,16.15,-3.85,30.05,6.01,26.54,13.69,45.66,6.94,12.19,18.89,19.68,19.21,35.49,0.0,0.0,8.01,0.0,0.0,98.23,8.76,17.69,3.64,9.15,4.88
1944-06-30,-1.47,13.86,-5.55,-51.42,-43.52,-14.89,3.56,20.41,-3.85,-2.42,-10.51,-2.38,26.43,27.58,28.93,6.3,2.21,10.82,36.88,8.39,36.71,0.0,0.0,14.22,0.0,0.0,107.5,9.4,22.83,0.28,14.59,18.62
1944-07-31,-2.21,13.81,-3.48,-47.86,-24.24,-10.0,7.29,19.66,-5.33,6.01,-22.45,-4.67,29.96,53.96,32.29,2.14,6.82,2.9,39.49,1.57,41.66,0.0,0.0,19.89,0.0,0.0,117.07,9.45,24.8,0.0,19.93,30.39
1944-08-31,-2.62,13.68,-2.02,-47.11,-18.05,-0.56,12.39,20.7,2.89,2.85,-13.05,-3.5,21.12,43.18,34.99,1.32,-1.36,1.07,35.1,2.92,42.41,0.0,0.0,22.39,0.0,0.0,119.06,6.44,23.65,0.0,22.26,31.47
1944-09-30,-3.92,13.31,-5.46,-36.45,-13.61,7.76,16.53,25.56,18.16,-7.85,-8.6,-3.53,25.25,2.07,23.19,2.54,-0.28,-3.75,20.57,7.59,17.31,0.0,0.29,20.99,0.0,0.0,110.9,4.41,20.17,0.0,21.1,26.1
1944-10-31,-3.8,13.89,-5.79,-15.38,-0.17,11.78,15.8,25.74,15.89,-14.39,-0.07,-0.1,11.09,8.09,28.32,0.55,-2.98,-5.02,23.33,5.35,18.68,14.07,0.57,19.39,0.45,0.0,100.59,3.85,16.42,14.45,19.53,22.19
1944-11-30,-0.67,22.14,11.47,37.85,29.85,44.34,24.32,32.41,30.2,1.91,14.58,10.34,13.46,3.63,50.38,0.75,-2.73,37.49,23.66,8.92,15.87,2.92,16.92,11.66,2.6,19.22,66.0,2.49,12.92,26.75,12.85,15.43
1944-12-31,0.19,21.58,6.03,13.92,13.37,33.35,17.68,28.97,29.89,-7.72,18.89,-1.66,12.09,2.31,19.43,-2.13,-1.33,3.05,18.49,7.27,15.96,0.0,2.15,10.6,0.91,2.57,60.63,2.42,11.2,20.6,10.58,11.73
1945-01-31,1.83,17.94,-0.89,-4.67,-16.74,17.52,10.1,23.59,8.82,-0.94,-4.83,-13.6,18.65,2.96,14.45,-1.7,-1.46,-2.22,19.89,5.81,15.43,0.0,1.72,8.71,0.0,5.55,69.56,2.38,9.88,4.01,9.99,4.26
1945-02-28,2.67,24.54,11.33,46.92,94.28,119.61,29.97,44.18,92.48,72.14,37.02,36.4,91.07,5.61,112.36,1.68,4.76,64.78,21.9,13.7,31.75,8.04,1.15,3.57,20.49,10.97,57.98,2.64,10.08,26.57,3.45,0.0
1945-03-31,3.13,22.28,0.6,-8.64,-46.05,3.21,13.58,29.35,29.91,12.12,14.95,5.54,46.99,10.99,63.03,6.75,1.82,30.29,26.93,11.17,27.18,11.72,6.74,3.44,12.68,22.07,68.42,4.6,10.69,24.61,4.36,0.0
1945-04-30,1.19,16.04,-11.16,-46.74,-1.86,-20.36,8.07,28.33,10.06,1.2,5.63,-3.94,41.24,8.19,51.1,6.78,2.63,4.03,8.36,14.11,30.04,1.58,0.0,4.69,0.0,0.0,84.67,5.16,14.64,1.58,5.32,0.0
1945-05-31,1.54,15.01,3.89,-20.46,-3.25,-12.75,9.8,29.7,26.0,14.68,32.27,13.82,41.04,17.21,54.03,12.37,14.09,31.74,9.63,27.12,35.74,0.0,0.0,7.05,0.0,0.81,95.62,8.67,17.69,1.86,8.34,4.88
1945-06-30,0.36,14.25,-5.27,-50.81,-43.07,-17.64,3.87,24.56,1.91,-3.41,2.19,12.52,29.91,44.33,58.88,11.33,8.87,25.47,31.36,17.41,38.26,0.0,0.0,13.14,0.0,0.0,104.64,10.22,22.83,0.37,13.72,18.62
1945-07-31,0.82,15.08,-0.32,-37.8,-25.32,-13.8,7.94,18.27,-23.13,-26.54,-51.9,-22.08,19.88,63.74,17.4,5.49,16.89,11.77,41.3,1.57,40.99,0.0,0.0,18.76,0.28,5.55,113.96,10.62,24.8,0.0,18.98,30.39
1945-08-31,-0.2,14.23,-1.79,-45.94,-15.94,-4.52,11.57,19.7,-12.91,-26.35,-36.64,-17.48,11.95,49.65,24.7,1.29,3.34,6.51,39.54,2.23,42.49,1.1,34.12,21.22,0.4,20.98,115.89,6.8,23.65,0.0,21.3,31.47
1945-09-30,-1.82,13.42,-6.74,-43.61,-8.5,4.36,15.29,24.56,8.29,-24.65,-19.81,-11.31,17.35,3.68,15.88,2.63,1.09,0.09,21.65,7.25,16.89,2.01,7.46,19.93,0.79,0.0,107.95,4.86,20.17,0.0,20.22,26.1
1945-10-31,-0.59,17.66,3.91,5.79,3.18,19.37,17.28,26.7,17.84,-8.9,-2.75,2.71,12.9,10.27,38.69,1.34,-2.81,4.0,20.92,6.11,22.46,0.1,3.01,18.42,17.44,1.08,97.91,2.94,16.42,15.29,18.73,22.19
1945-11-30,0.77,17.92,3.04,17.74,21.37,32.17,18.12,27.43,18.1,-13.24,7.66,-1.39,4.67,4.9,11.59,0.23,-5.25,5.95,20.76,6.47,14.85,12.2,0.0,10.93,0.85,0.0,64.24,1.92,12.92,12.03,12.27,15.43
1945-12-31,6.65,34.77,48.12,136.78,162.09,192.38,42.07,47.77,93.88,22.74,32.75,14.81,38.67,6.65,48.68,0.05,-3.17,25.82,13.6,7.96,22.07,4.74,17.64,9.93,12.8,18.55,59.02,1.81,11.2,45.31,10.04,11.73
1946-01-31,13.57,25.99,-4.94,5.74,-30.65,22.35,11.87,30.31,24.48,7.54,18.82,-1.6,21.39,4.93,17.11,-1.0,-3.4,2.56,16.4,6.11,18.29,0.1,1.29,8.64,0.96,0.0,69.56,1.77,9.88,8.67,9.93,4.26
1946-02-28,6.28,17.18,-23.17,-72.41,-66.0,-48.34,1.79,22.62,-4.38,-8.79,-22.83,-13.9,6.01,3.13,11.96,-5.28,-2.91,7.39,19.89,6.17,14.13,4.79,0.0,3.5,0.0,3.79,57.98,2.21,10.08,16.69,3.4,0.0
1946-03-31,4.61,18.71,-13.29,-32.14,-4.86,-26.28,11.04,26.93,12.25,3.28,-4.18,-5.21,32.27,10.89,65.25,2.48,-3.35,26.87,28.34,7.12,26.35,11.92,0.0,3.37,0.79,3.66,68.42,3.85,10.69,12.58,4.31,0.0
1946-04-30,3.76,14.96,-5.79,-25.72,12.78,-9.08,12.73,32.53,25.83,5.22,34.23,13.87,27.86,9.15,60.9,3.28,3.42,5.31,20.6,9.49,30.18,1.24,0.0,4.61,0.23,0.0,84.67,4.99,14.64,0.28,5.25,0.0
1946-05-31,1.49,13.52,1.81,-35.38,-23.62,-16.22,7.72,28.41,35.17,36.58,50.28,35.87,53.69,16.32,50.07,10.99,9.55,15.75,20.93,10.9,35.96,0.0,0.0,6.96,0.85,0.0,95.62,8.55,17.69,7.83,8.26,4.88
1946-06-30,0.47,13.92,-6.15,-55.93,-43.29,-20.91,1.74,20.93,-14.14,-18.33,-40.77,-19.69,15.29,51.86,27.24,5.19,8.17,8.73,48.81,0.27,36.86,0.0,0.0,13.03,0.0,0.0,104.64,11.64,22.83,0.0,13.63,18.62
1946-07-31,1.46,15.2,-2.74,-43.14,-19.81,-13.62,8.65,19.32,-23.07,-15.93,-45.0,-23.52,21.21,67.87,43.93,0.08,3.56,11.83,43.71,-2.01,49.27,0.62,0.14,18.65,1.7,5.42,113.96,12.3,24.8,0.0,18.88,30.39
1946-08-31,0.01,13.76,-3.09,-48.21,-12.5,-5.26,12.05,20.84,-6.94,-6.41,-23.27,-11.84,20.44,54.88,53.17,-0.06,-3.41,14.56,39.06,1.98,44.68,0.0,6.96,21.11,1.98,0.0,115.89,7.84,23.65,0.0,21.21,31.47
1946-09-30,-2.64,12.47,-10.49,-43.14,-11.7,3.65,14.6,23.92,9.73,-10.12,-13.59,-11.08,22.7,1.62,27.88,1.77,-1.47,-3.34,20.63,6.19,17.73,0.0,5.02,19.82,1.42,0.0,107.95,5.06,20.17,0.47,20.14,26.1
1946-10-31,-2.04,14.7,-9.6,-20.02,-7.12,10.03,13.79,25.81,12.29,-10.79,-0.42,-2.47,12.83,10.92,30.07,0.37,-5.84,-1.24,23.97,4.1,18.0,16.13,0.14,18.33,0.9,4.33,97.91,4.44,16.42,0.28,18.66,22.19
1946-11-30,0.28,16.53,1.84,12.94,15.36,28.13,16.17,26.81,25.08,3.23,11.12,8.42,10.3,5.55,50.47,-0.66,-3.19,24.3,23.24,6.95,20.65,10.77,6.02,10.86,22.9,10.97,64.24,2.8,12.92,14.54,12.21,15.43
1946-12-31,0.71,17.5,9.12,14.59,10.91,35.35,14.53,26.37,21.12,-1.95,6.89,-1.86,23.7,3.87,36.86,0.79,0.07,32.38,22.64,4.96,15.69,1.96,13.48,9.86,7.26,7.31,59.02,2.48,11.2,24.7,9.99,11.73
1947-01-31,0.17,11.25,-10.77,-25.11,-23.79,-1.71,5.54,21.98,4.22,-7.34,-21.79,-15.09,16.25,2.58,12.72,-0.34,-1.93,-2.02,19.09,4.15,16.23,2.06,0.0,5.32,0.51,2.3,75.3,2.24,9.88,1.03,6.71,4.26
1947-02-28,-1.05,20.36,-2.84,1.83,24.21,42.77,15.87,24.29,14.88,2.12,-13.87,-10.82,18.12,2.06,19.09,-4.33,-1.05,0.96,21.68,5.08,15.58,0.1,0.0,0.64,0.0,0.0,62.77,2.33,10.08,16.5,0.69,0.0
1947-03-31,0.21,21.02,1.29,15.17,23.55,47.33,22.14,24.8,24.94,13.69,9.39,0.35,27.12,8.92,52.19,-0.7,-6.16,-3.77,27.35,2.35,27.23,2.82,1.72,0.07,0.17,6.9,74.07,4.14,10.69,18.92,1.1,0.0
1947-04-30,-0.65,9.3,-10.57,-41.33,-17.19,-8.35,3.28,18.04,10.91,12.78,16.9,3.62,35.16,4.47,47.48,1.1,2.85,4.61,22.89,4.9,28.82,0.96,1.29,0.53,1.07,2.3,91.65,5.68,14.64,3.17,1.3,0.0
1947-05-31,-0.88,12.3,0.74,-29.29,-34.58,-12.11,-1.48,20.37,5.16,-0.23,17.61,0.34,26.31,16.91,57.53,4.79,8.39,14.7,34.76,4.69,35.5,0.81,0.0,2.36,0.0,0.0,103.51,8.64,17.69,1.77,3.78,4.88
1947-06-30,-0.75,14.13,-6.18,-37.97,-11.21,0.19,6.41,18.17,-4.12,7.77,-20.74,-3.63,23.58,61.91,47.3,0.11,1.4,14.15,54.9,-1.13,41.24,0.0,0.0,7.96,0.0,0.0,113.28,9.51,22.83,2.8,8.73,18.62
1947-07-31,-1.39,13.63,-6.22,-39.28,-11.0,7.2,9.64,20.19,-0.98,16.96,-6.27,-0.28,29.88,75.56,81.09,-0.08,-4.45,32.95,47.07,3.91,51.37,0.0,0.0,13.18,0.0,0.0,123.36,9.08,24.8,0.0,13.55,30.39
1947-08-31,-2.49,12.85,-6.27,-43.79,-3.96,13.39,11.69,20.13,4.11,11.47,-1.98,-2.28,23.67,58.42,82.64,-0.52,-5.46,27.45,42.35,5.72,46.19,1.0,1.29,15.53,0.11,0.0,125.46,6.46,23.65,0.0,15.8,31.47
1947-09-30,-4.49,12.09,-10.93,-33.68,-6.46,18.41,15.56,22.61,15.82,-7.51,3.4,-0.7,21.53,0.11,34.74,0.74,-1.15,-2.16,21.25,3.82,18.47,0.0,0.29,14.65,0.0,0.0,116.86,4.46,20.17,0.0,15.11,26.1
1947-10-31,-1.12,18.4,4.38,20.9,16.74,34.11,21.24,25.08,17.99,-10.11,-0.05,-7.09,11.13,12.0,36.95,-0.56,-4.17,-2.65,25.42,1.52,19.05,0.0,0.29,13.64,1.42,2.71,105.99,3.16,16.42,10.16,14.11,22.19
1947-11-30,-2.32,11.12,-11.82,-20.84,-7.87,13.89,10.51,20.89,11.4,-12.73,3.37,-3.94,1.91,1.72,25.68,-1.11,-3.87,-4.44,20.39,4.34,16.3,7.9,0.29,7.68,0.09,4.2,69.54,2.09,12.92,7.46,9.14,15.43
1947-12-31,-1.78,11.09,-9.17,-14.02,-6.77,11.59,7.83,20.27,12.63,-6.94,4.48,-4.92,4.95,1.52,26.24,-2.37,-4.05,-3.59,18.69,3.26,14.83,0.62,9.03,6.93,0.8,5.96,63.89,2.06,11.2,7.18,7.17,11.73
1948-01-31,0.04,18.37,0.19,29.17,31.91,34.39,19.68,22.54,17.27,-5.9,-8.11,-10.61,7.06,2.66,38.31,-1.34,-5.1,-5.09,24.49,1.61,17.04,0.0,0.0,8.78,0.0,0.0,71.46,1.83,9.88,1.31,10.15,4.26
1948-02-29,-1.23,10.97,-12.84,-28.82,-31.69,2.33,2.91,17.47,9.51,3.52,-13.46,-10.07,11.39,1.03,34.42,-2.55,-5.25,-2.01,19.16,3.73,15.72,6.65,1.0,3.58,0.0,11.64,59.57,2.04,10.08,11.37,3.57,0.0
1948-03-31,-0.57,20.71,4.97,32.31,23.7,42.43,13.0,24.74,31.59,45.75,-1.53,2.3,31.35,8.71,63.24,-2.61,-7.25,25.17,28.43,-0.81,19.94,7.23,0.0,3.49,0.0,1.08,70.29,3.83,10.69,20.79,4.51,0.0
1948-04-30,4.87,24.0,25.32,92.61,98.85,97.51,38.37,33.24,45.38,16.73,25.78,4.52,27.51,1.31,65.43,3.92,-3.68,32.88,23.3,3.69,33.54,1.2,0.0,4.76,0.89,0.0,86.98,4.74,14.64,35.14,5.51,0.0
1948-05-31,3.24,16.19,-3.1,-12.53,-9.04,13.25,10.15,28.88,36.21,8.78,67.36,19.79,32.4,17.02,75.59,6.29,9.2,21.56,33.3,2.31,39.57,0.0,0.0,7.14,0.0,0.0,98.23,8.0,17.69,7.55,8.55,4.88
1948-06-30,-0.61,12.68,-11.89,-50.03,-52.58,-13.92,2.59,27.88,19.02,40.06,24.66,22.58,29.62,69.8,46.39,5.66,1.86,21.24,56.4,-0.54,44.03,1.0,5.05,13.21,1.07,0.0,107.5,7.23,22.83,0.37,13.94,18.62
1948-07-31,-3.27,12.24,-9.92,-66.29,-46.94,-24.43,-4.45,17.05,-28.8,20.97,-49.11,-19.24,39.5,80.15,89.35,0.83,-0.41,41.14,51.5,8.16,52.18,0.0,6.88,18.87,0.0,1.9,117.07,5.99,24.8,0.0,19.22,30.39
1948-08-31,-2.31,13.69,-3.04,-44.02,-20.76,-1.88,6.01,19.56,-7.76,14.53,-25.52,-10.17,28.79,62.33,94.55,0.4,-4.01,34.64,45.6,6.6,48.97,0.0,0.0,21.32,0.0,0.0,119.06,5.01,23.65,0.0,21.56,31.47
1948-09-30,-4.38,11.36,-9.66,-49.47,-3.86,6.5,11.38,22.02,12.2,0.9,-10.12,-3.83,29.2,-0.4,39.6,2.98,0.03,-0.18,21.43,2.73,17.96,0.0,0.0,20.03,0.0,0.0,110.9,3.87,20.17,0.0,20.46,26.1
1948-10-31,-5.41,11.62,-10.66,-25.25,1.05,10.88,12.47,21.62,9.0,-19.05,-1.75,-9.37,9.47,10.59,43.38,0.47,-2.73,-2.79,25.94,-0.46,18.27,0.0,18.78,18.52,0.1,4.6,100.59,3.34,16.42,3.54,18.96,22.19
1948-11-30,-3.12,12.11,-8.47,-7.0,-3.63,12.19,10.45,19.81,9.02,-18.82,1.58,-7.66,0.98,0.89,32.9,-0.33,-3.34,-5.78,20.19,2.86,16.09,6.99,0.0,10.94,0.0,0.0,66.0,2.18,12.92,0.84,12.38,15.43
1948-12-31,-1.44,18.02,8.62,24.38,12.76,38.21,14.08,24.47,21.52,4.4,5.48,2.71,11.46,0.65,34.52,-2.61,-3.79,0.04,20.11,3.51,15.77,1.48,1.58,9.93,1.95,8.53,60.63,2.14,11.2,33.19,10.15,11.73
1949-01-31,-2.32,9.76,-13.03,-22.76,-13.55,13.7,5.69,19.33,8.42,-8.79,-2.03,-10.42,3.48,0.5,30.79,-2.82,-3.77,4.62,20.01,2.74,16.71,8.28,27.39,8.84,2.77,27.08,71.46,2.01,9.88,5.41,10.2,4.26
1949-02-28,-3.18,11.48,-9.15,-13.48,-0.66,30.83,9.79,21.6,14.56,6.62,-10.44,-8.52,18.01,0.36,35.2,-1.75,-3.84,3.8,20.39,2.27,14.39,2.39,0.0,3.64,0.62,1.49,59.57,2.2,10.08,13.7,3.62,0.0
1949-03-31,-0.03,30.18,37.23,104.91,81.84,163.49,36.64,38.08,60.14,32.25,32.46,15.93,42.36,6.66,68.3,1.76,-4.78,18.23,30.84,-1.01,22.25,1.1,1.57,3.55,0.41,11.78,70.29,3.91,10.69,42.97,4.57,0.0
1949-04-30,-3.07,13.68,-21.4,-62.92,-3.38,-24.13,4.58,28.79,8.02,5.31,15.54,6.37,39.29,3.22,63.15,2.38,-0.41,15.47,26.56,1.32,35.55,0.1,0.0,4.84,0.0,0.95,86.98,4.51,14.64,0.0,5.57,0.0
1949-05-31,-2.74,14.59,-4.06,-42.0,-30.28,-16.03,0.47,25.33,10.06,-0.96,24.9,-2.9,29.6,14.49,68.61,6.57,9.54,23.49,37.41,0.68,39.83,0.62,0.0,7.22,2.26,0.0,98.23,6.14,17.69,4.01,8.63,4.88
1949-06-30,-2.55,13.03,-8.15,-50.42,-38.58,-16.41,-1.41,22.97,-8.25,23.06,-14.53,-0.65,38.97,68.3,64.3,4.53,3.78,34.06,58.65,0.14,45.32,0.0,0.0,13.3,0.0,0.0,107.5,8.58,22.83,0.0,14.03,18.62
1949-07-31,-1.65,14.15,-3.97,-38.84,-12.26,0.21,7.13,19.45,-7.74,27.27,-18.25,-3.77,29.41,83.25,114.72,0.79,-3.0,48.17,54.93,9.94,54.43,0.0,0.0,18.96,1.34,0.0,117.07,7.75,24.8,0.09,19.32,30.39
1949-08-31,-2.54,13.16,-4.83,-45.95,-3.73,6.32,11.26,20.13,0.23,26.1,-8.38,-6.27,20.47,64.79,108.24,-0.28,-4.44,39.58,47.97,8.26,46.97,0.29,0.29,21.42,0.26,3.52,119.06,5.37,23.65,0.93,21.65,31.47
1949-09-30,-5.1,12.65,-13.74,-33.85,-0.65,13.88,14.79,22.36,14.93,-4.2,-0.61,-4.18,23.96,-1.96,42.79,2.57,0.7,0.51,21.65,1.68,18.04,0.0,0.0,20.12,0.0,0.0,110.9,4.07,20.17,0.0,20.55,26.1
1949-10-31,-6.18,15.34,-12.72,-23.62,-2.32,14.34,12.69,22.34,10.53,-27.32,8.49,-5.55,4.85,12.92,47.77,0.67,-2.16,-1.84,25.53,-1.36,17.81,2.39,1.15,18.6,0.0,0.0,100.59,2.85,16.42,2.33,19.04,22.19
1949-11-30,-3.52,12.24,-9.1,-14.64,6.55,15.65,11.7,22.44,15.02,-9.12,5.0,-2.19,4.32,0.56,38.05,-0.81,-2.46,1.53,20.32,1.9,15.12,5.07,1.86,11.01,3.56,2.57,66.0,1.83,12.92,8.76,12.44,15.43
1949-12-31,-3.99,10.95,-9.16,-12.47,-2.49,15.04,8.47,22.1,15.67,0.32,2.44,-0.46,11.84,0.26,35.97,-1.95,-2.64,0.91,20.0,1.16,14.36,0.81,2.72,10.0,2.52,7.45,60.63,1.87,11.2,10.07,10.21,11.73
1950-01-31,-0.98,24.05,19.81,64.4,58.96,92.06,29.63,33.4,65.12,21.96,16.77,7.77,30.71,-0.06,26.47,-3.56,-0.32,20.39,21.65,1.98,15.91,3.54,0.57,8.86,1.7,0.27,71.46,1.8,9.88,29.83,10.18,4.26
1950-02-28,-0.05,21.81,6.22,21.46,42.65,95.08,20.35,31.28,29.93,-3.59,15.13,-1.65,27.02,0.27,12.33,-4.43,2.05,10.58,21.17,1.76,15.53,2.78,1.58,3.67,4.05,2.71,59.57,2.04,10.08,3.45,3.6,0.0
1950-03-31,-0.38,19.54,-13.47,-15.65,-7.0,-15.25,14.59,26.85,17.95,12.68,-1.14,0.56,37.28,6.93,55.95,1.19,-4.13,2.56,30.97,0.07,32.29,5.41,2.72,3.58,0.82,20.44,70.29,3.85,10.69,9.14,4.54,0.0
1950-04-30,-2.72,14.38,-16.63,-34.37,30.73,-1.19,10.45,34.42,33.54,9.04,51.95,14.89,34.37,3.62,39.33,5.91,5.52,15.15,26.02,0.22,31.35,2.44,0.0,4.87,0.0,1.22,86.98,5.13,14.64,6.99,5.54,0.0
1950-05-31,-2.51,14.55,-1.71,-23.77,-19.08,-3.14,5.99,32.05,18.05,6.52,24.97,-0.43,31.72,18.43,31.84,7.03,9.22,25.05,44.93,-0.14,36.18,1.29,0.0,7.25,0.0,0.0,98.23,7.99,17.69,1.49,8.59,4.88
1950-06-30,-2.18,14.52,-8.71,-39.8,-44.35,-3.86,1.71,26.98,-7.61,15.61,-12.04,4.56,33.25,71.89,49.38,7.55,8.44,18.21,61.58,-0.66,45.76,0.0,0.0,13.34,0.0,0.0,107.5,11.23,22.83,0.0,13.99,18.62
1950-07-31,-1.55,14.97,-5.41,-32.22,-22.58,1.67,4.31,20.69,-17.85,16.03,-38.08,-12.76,31.62,82.8,90.08,1.79,0.69,32.45,57.74,11.72,48.55,1.05,3.15,19.0,3.78,6.63,117.07,7.86,24.8,0.0,19.28,30.39
